InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.123644
0.0250,0.654780
0.0175,0.410609
0.0025,0.000443
0.0050,0.000614
0.0100,0.023882
0.0200,0.453824
0.0275,0.653675
0.0225,0.561039
0.0075,0.001411
0.0150,0.298027
0.0300,0.734258
